#phi	 theta	 comment
0.1885	 0.2513	 backward-outbox
0.1885	 0.3142	 backward-outbox
0.1885	 0.3770	 backward-outbox
0.1885	 0.4398	 backward-outbox
0.1885	 0.5027	 backward-outbox
0.1885	 0.5655	 backward-outbox
0.1885	 0.6283	 backward-outbox
0.1885	 0.6912	 backward-outbox
0.1885	 0.7540	 backward-outbox
0.1885	 1.8850	 forward-outbox
0.1885	 1.9478	 forward-outbox
0.1885	 2.0106	 forward-outbox
0.1885	 2.0735	 forward-outbox
0.1885	 2.1363	 forward-outbox
0.1885	 2.1991	 forward-outbox
0.1885	 2.2619	 forward-outbox
0.1885	 2.3248	 forward-outbox
0.1885	 2.3876	 forward-outbox
0.1885	 2.4504	 forward-outbox
0.1885	 2.5133	 forward-outbox
0.1885	 2.5761	 forward-outbox
0.1885	 2.6389	 forward-outbox
0.1885	 2.7018	 forward-outbox
0.1885	 2.7646	 forward-outbox
0.1885	 2.8274	 forward-outbox
0.1885	 2.8903	 forward-outbox
0.1885	 2.9531	 forward-outbox
0.1885	 3.0159	 forward-outbox
0.1885	 3.0788	 forward-outbox
0.2513	 0.0000	 backward-outbox
0.2513	 0.0628	 backward-outbox
0.2513	 0.1257	 backward-outbox
0.2513	 0.1885	 backward-outbox
0.2513	 0.2513	 backward-outbox
0.2513	 0.3142	 backward-outbox
0.2513	 0.3770	 backward-outbox
0.2513	 0.4398	 backward-outbox
0.2513	 0.5027	 backward-outbox
0.2513	 0.5655	 backward-outbox
0.2513	 0.6283	 backward-outbox
0.2513	 0.6912	 backward-outbox
0.2513	 1.8850	 forward-outbox
0.2513	 1.9478	 forward-outbox
0.2513	 2.0106	 forward-outbox
0.2513	 2.0735	 forward-outbox
0.2513	 2.1363	 forward-outbox
0.2513	 2.1991	 forward-outbox
0.2513	 2.2619	 forward-outbox
0.2513	 2.3248	 forward-outbox
0.2513	 2.3876	 forward-outbox
0.2513	 2.4504	 forward-outbox
0.2513	 2.5133	 forward-outbox
0.2513	 2.5761	 forward-outbox
0.2513	 2.6389	 forward-outbox
0.2513	 2.7018	 forward-outbox
0.2513	 2.7646	 forward-outbox
0.2513	 2.8274	 forward-outbox
0.2513	 2.8903	 forward-outbox
0.2513	 2.9531	 forward-outbox
0.2513	 3.0159	 forward-outbox
0.2513	 3.0788	 forward-outbox
0.3142	 0.0000	 backward-outbox
0.3142	 0.0628	 backward-outbox
0.3142	 0.1257	 backward-outbox
0.3142	 0.1885	 backward-outbox
0.3142	 0.2513	 backward-outbox
0.3142	 0.3142	 backward-outbox
0.3142	 0.3770	 backward-outbox
0.3142	 0.4398	 backward-outbox
0.3142	 0.5027	 backward-outbox
0.3142	 0.5655	 backward-outbox
0.3142	 0.6283	 backward-outbox
0.3142	 0.6912	 backward-outbox
0.3142	 1.8850	 forward-outbox
0.3142	 1.9478	 forward-outbox
0.3142	 2.0106	 forward-outbox
0.3142	 2.0735	 forward-outbox
0.3142	 2.1363	 forward-outbox
0.3142	 2.1991	 forward-outbox
0.3142	 2.2619	 forward-outbox
0.3142	 2.3248	 forward-outbox
0.3142	 2.3876	 forward-outbox
0.3142	 2.4504	 forward-outbox
0.3142	 2.5133	 forward-outbox
0.3142	 2.5761	 forward-outbox
0.3142	 2.6389	 forward-outbox
0.3142	 2.7018	 forward-outbox
0.3142	 2.7646	 forward-outbox
0.3142	 2.8274	 forward-outbox
0.3142	 2.8903	 forward-outbox
0.3142	 2.9531	 forward-outbox
0.3142	 3.0159	 forward-outbox
0.3142	 3.0788	 forward-outbox
0.3770	 0.0000	 backward-outbox
0.3770	 0.0628	 backward-outbox
0.3770	 0.1257	 backward-outbox
0.3770	 0.1885	 backward-outbox
0.3770	 0.2513	 backward-outbox
0.3770	 0.3142	 backward-outbox
0.3770	 0.3770	 backward-outbox
0.3770	 0.4398	 backward-outbox
0.3770	 0.5027	 backward-outbox
0.3770	 0.5655	 backward-outbox
0.3770	 0.6283	 backward-outbox
0.3770	 0.6912	 backward-outbox
0.3770	 1.8850	 forward-outbox
0.3770	 1.9478	 forward-outbox
0.3770	 2.0106	 forward-outbox
0.3770	 2.0735	 forward-outbox
0.3770	 2.1363	 forward-outbox
0.3770	 2.1991	 forward-outbox
0.3770	 2.2619	 forward-outbox
0.3770	 2.3248	 forward-outbox
0.3770	 2.3876	 forward-outbox
0.3770	 2.4504	 forward-outbox
0.3770	 2.5133	 forward-outbox
0.3770	 2.5761	 forward-outbox
0.3770	 2.6389	 forward-outbox
0.3770	 2.7018	 forward-outbox
0.3770	 2.7646	 forward-outbox
0.3770	 2.8274	 forward-outbox
0.3770	 2.8903	 forward-outbox
0.3770	 2.9531	 forward-outbox
0.3770	 3.0159	 forward-outbox
0.3770	 3.0788	 forward-outbox
0.4398	 0.0000	 backward-outbox
0.4398	 0.0628	 backward-outbox
0.4398	 0.1257	 backward-outbox
0.4398	 0.1885	 backward-outbox
0.4398	 0.2513	 backward-outbox
0.4398	 0.3142	 backward-outbox
0.4398	 0.3770	 backward-outbox
0.4398	 0.4398	 backward-outbox
0.4398	 0.5027	 backward-outbox
0.4398	 0.5655	 backward-outbox
0.4398	 0.6283	 backward-outbox
0.4398	 0.6912	 backward-outbox
0.4398	 1.8850	 forward-outbox
0.4398	 1.9478	 forward-outbox
0.4398	 2.0106	 forward-outbox
0.4398	 2.0735	 forward-outbox
0.4398	 2.1363	 forward-outbox
0.4398	 2.1991	 forward-outbox
0.4398	 2.2619	 forward-outbox
0.4398	 2.3248	 forward-outbox
0.4398	 2.3876	 forward-outbox
0.4398	 2.4504	 forward-outbox
0.4398	 2.5133	 forward-outbox
0.4398	 2.5761	 forward-outbox
0.4398	 2.6389	 forward-outbox
0.4398	 2.7018	 forward-outbox
0.4398	 2.7646	 forward-outbox
0.4398	 2.8274	 forward-outbox
0.4398	 2.8903	 forward-outbox
0.4398	 2.9531	 forward-outbox
0.4398	 3.0159	 forward-outbox
0.4398	 3.0788	 forward-outbox
0.5027	 0.0000	 backward-outbox
0.5027	 0.0628	 backward-outbox
0.5027	 0.1257	 backward-outbox
0.5027	 0.1885	 backward-outbox
0.5027	 0.2513	 backward-outbox
0.5027	 0.3142	 backward-outbox
0.5027	 0.3770	 backward-outbox
0.5027	 0.4398	 backward-outbox
0.5027	 0.5027	 backward-outbox
0.5027	 0.5655	 backward-outbox
0.5027	 0.6283	 backward-outbox
0.5027	 0.6912	 backward-outbox
0.5027	 1.9478	 forward-outbox
0.5027	 2.0106	 forward-outbox
0.5027	 2.0735	 forward-outbox
0.5027	 2.1363	 forward-outbox
0.5027	 2.1991	 forward-outbox
0.5027	 2.2619	 forward-outbox
0.5027	 2.3248	 forward-outbox
0.5027	 2.3876	 forward-outbox
0.5027	 2.4504	 forward-outbox
0.5027	 2.5133	 forward-outbox
0.5027	 2.5761	 forward-outbox
0.5027	 2.6389	 forward-outbox
0.5027	 2.7018	 forward-outbox
0.5027	 2.7646	 forward-outbox
0.5027	 2.8274	 forward-outbox
0.5027	 2.8903	 forward-outbox
0.5027	 2.9531	 forward-outbox
0.5027	 3.0159	 forward-outbox
0.5027	 3.0788	 forward-outbox
0.5655	 0.0000	 backward-outbox
0.5655	 0.0628	 backward-outbox
0.5655	 0.1257	 backward-outbox
0.5655	 0.1885	 backward-outbox
0.5655	 0.2513	 backward-outbox
0.5655	 0.3142	 backward-outbox
0.5655	 0.3770	 backward-outbox
0.5655	 0.4398	 backward-outbox
0.5655	 0.5027	 backward-outbox
0.5655	 0.5655	 backward-outbox
0.5655	 0.6283	 backward-outbox
0.5655	 0.6912	 backward-outbox
0.5655	 1.9478	 forward-outbox
0.5655	 2.0106	 forward-outbox
0.5655	 2.0735	 forward-outbox
0.5655	 2.1363	 forward-outbox
0.5655	 2.1991	 forward-outbox
0.5655	 2.2619	 forward-outbox
0.5655	 2.3248	 forward-outbox
0.5655	 2.3876	 forward-outbox
0.5655	 2.4504	 forward-outbox
0.5655	 2.5133	 forward-outbox
0.5655	 2.5761	 forward-outbox
0.5655	 2.6389	 forward-outbox
0.5655	 2.7018	 forward-outbox
0.5655	 2.7646	 forward-outbox
0.5655	 2.8274	 forward-outbox
0.5655	 2.8903	 forward-outbox
0.5655	 2.9531	 forward-outbox
0.5655	 3.0159	 forward-outbox
0.5655	 3.0788	 forward-outbox
0.6283	 0.0000	 backward-outbox
0.6283	 0.0628	 backward-outbox
0.6283	 0.1257	 backward-outbox
0.6283	 0.1885	 backward-outbox
0.6283	 0.2513	 backward-outbox
0.6283	 0.3142	 backward-outbox
0.6283	 0.3770	 backward-outbox
0.6283	 0.4398	 backward-outbox
0.6283	 0.5027	 backward-outbox
0.6283	 0.5655	 backward-outbox
0.6283	 0.6283	 backward-outbox
0.6283	 0.6912	 backward-outbox
0.6283	 1.9478	 forward-outbox
0.6283	 2.0106	 forward-outbox
0.6283	 2.0735	 forward-outbox
0.6283	 2.1363	 forward-outbox
0.6283	 2.1991	 forward-outbox
0.6283	 2.2619	 forward-outbox
0.6283	 2.3248	 forward-outbox
0.6283	 2.3876	 forward-outbox
0.6283	 2.4504	 forward-outbox
0.6283	 2.5133	 forward-outbox
0.6283	 2.5761	 forward-outbox
0.6283	 2.6389	 forward-outbox
0.6283	 2.7018	 forward-outbox
0.6283	 2.7646	 forward-outbox
0.6283	 2.8274	 forward-outbox
0.6283	 2.8903	 forward-outbox
0.6283	 2.9531	 forward-outbox
0.6283	 3.0159	 forward-outbox
0.6283	 3.0788	 forward-outbox
0.6912	 0.0000	 backward-outbox
0.6912	 0.0628	 backward-outbox
0.6912	 0.1257	 backward-outbox
0.6912	 0.1885	 backward-outbox
0.6912	 0.2513	 backward-outbox
0.6912	 0.3142	 backward-outbox
0.6912	 0.3770	 backward-outbox
0.6912	 0.4398	 backward-outbox
0.6912	 0.5027	 backward-outbox
0.6912	 0.5655	 backward-outbox
0.6912	 0.6283	 backward-outbox
0.6912	 0.6912	 backward-outbox
0.6912	 1.9478	 forward-outbox
0.6912	 2.0106	 forward-outbox
0.6912	 2.0735	 forward-outbox
0.6912	 2.1363	 forward-outbox
0.6912	 2.1991	 forward-outbox
0.6912	 2.2619	 forward-outbox
0.6912	 2.3248	 forward-outbox
0.6912	 2.3876	 forward-outbox
0.6912	 2.4504	 forward-outbox
0.6912	 2.5133	 forward-outbox
0.6912	 2.5761	 forward-outbox
0.6912	 2.6389	 forward-outbox
0.6912	 2.7018	 forward-outbox
0.6912	 2.7646	 forward-outbox
0.6912	 2.8274	 forward-outbox
0.6912	 2.8903	 forward-outbox
0.6912	 2.9531	 forward-outbox
0.6912	 3.0159	 forward-outbox
0.6912	 3.0788	 forward-outbox
0.7540	 0.0000	 backward-outbox
0.7540	 0.0628	 backward-outbox
0.7540	 0.1257	 backward-outbox
0.7540	 0.1885	 backward-outbox
0.7540	 0.2513	 backward-outbox
0.7540	 0.3142	 backward-outbox
0.7540	 0.3770	 backward-outbox
0.7540	 0.4398	 backward-outbox
0.7540	 0.5027	 backward-outbox
0.7540	 0.5655	 backward-outbox
0.7540	 0.6283	 backward-outbox
0.7540	 2.0106	 forward-outbox
0.7540	 2.0735	 forward-outbox
0.7540	 2.1363	 forward-outbox
0.7540	 2.1991	 forward-outbox
0.7540	 2.2619	 forward-outbox
0.7540	 2.3248	 forward-outbox
0.7540	 2.3876	 forward-outbox
0.7540	 2.4504	 forward-outbox
0.7540	 2.5133	 forward-outbox
0.7540	 2.5761	 forward-outbox
0.7540	 2.6389	 forward-outbox
0.7540	 2.7018	 forward-outbox
0.7540	 2.7646	 forward-outbox
0.7540	 2.8274	 forward-outbox
0.7540	 2.8903	 forward-outbox
0.7540	 2.9531	 forward-outbox
0.7540	 3.0159	 forward-outbox
0.7540	 3.0788	 forward-outbox
0.8168	 0.0000	 backward-outbox
0.8168	 0.0628	 backward-outbox
0.8168	 0.1257	 backward-outbox
0.8168	 0.1885	 backward-outbox
0.8168	 0.2513	 backward-outbox
0.8168	 0.3142	 backward-outbox
0.8168	 0.3770	 backward-outbox
0.8168	 0.4398	 backward-outbox
0.8168	 0.5027	 backward-outbox
0.8168	 0.5655	 backward-outbox
0.8168	 0.6283	 backward-outbox
0.8168	 2.0106	 forward-outbox
0.8168	 2.0735	 forward-outbox
0.8168	 2.1363	 forward-outbox
0.8168	 2.1991	 forward-outbox
0.8168	 2.2619	 forward-outbox
0.8168	 2.3248	 forward-outbox
0.8168	 2.3876	 forward-outbox
0.8168	 2.4504	 forward-outbox
0.8168	 2.5133	 forward-outbox
0.8168	 2.5761	 forward-outbox
0.8168	 2.6389	 forward-outbox
0.8168	 2.7018	 forward-outbox
0.8168	 2.7646	 forward-outbox
0.8168	 2.8274	 forward-outbox
0.8168	 2.8903	 forward-outbox
0.8168	 2.9531	 forward-outbox
0.8168	 3.0159	 forward-outbox
0.8168	 3.0788	 forward-outbox
0.8796	 0.0000	 backward-outbox
0.8796	 0.0628	 backward-outbox
0.8796	 0.1257	 backward-outbox
0.8796	 0.1885	 backward-outbox
0.8796	 0.2513	 backward-outbox
0.8796	 0.3142	 backward-outbox
0.8796	 0.3770	 backward-outbox
0.8796	 0.4398	 backward-outbox
0.8796	 0.5027	 backward-outbox
0.8796	 0.5655	 backward-outbox
0.8796	 0.6283	 backward-outbox
0.8796	 2.0735	 forward-outbox
0.8796	 2.1363	 forward-outbox
0.8796	 2.1991	 forward-outbox
0.8796	 2.2619	 forward-outbox
0.8796	 2.3248	 forward-outbox
0.8796	 2.3876	 forward-outbox
0.8796	 2.4504	 forward-outbox
0.8796	 2.5133	 forward-outbox
0.8796	 2.5761	 forward-outbox
0.8796	 2.6389	 forward-outbox
0.8796	 2.7018	 forward-outbox
0.8796	 2.7646	 forward-outbox
0.8796	 2.8274	 forward-outbox
0.8796	 2.8903	 forward-outbox
0.8796	 2.9531	 forward-outbox
0.8796	 3.0159	 forward-outbox
0.8796	 3.0788	 forward-outbox
0.9425	 0.0000	 backward-outbox
0.9425	 0.0628	 backward-outbox
0.9425	 0.1257	 backward-outbox
0.9425	 0.1885	 backward-outbox
0.9425	 0.2513	 backward-outbox
0.9425	 0.3142	 backward-outbox
0.9425	 0.3770	 backward-outbox
0.9425	 0.4398	 backward-outbox
0.9425	 0.5027	 backward-outbox
0.9425	 0.5655	 backward-outbox
0.9425	 0.6283	 backward-outbox
0.9425	 2.0735	 forward-outbox
0.9425	 2.1363	 forward-outbox
0.9425	 2.1991	 forward-outbox
0.9425	 2.2619	 forward-outbox
0.9425	 2.3248	 forward-outbox
0.9425	 2.3876	 forward-outbox
0.9425	 2.4504	 forward-outbox
0.9425	 2.5133	 forward-outbox
0.9425	 2.5761	 forward-outbox
0.9425	 2.6389	 forward-outbox
0.9425	 2.7018	 forward-outbox
0.9425	 2.7646	 forward-outbox
0.9425	 2.8274	 forward-outbox
0.9425	 2.8903	 forward-outbox
0.9425	 2.9531	 forward-outbox
0.9425	 3.0159	 forward-outbox
0.9425	 3.0788	 forward-outbox
1.0053	 0.0000	 backward-outbox
1.0053	 0.0628	 backward-outbox
1.0053	 0.1257	 backward-outbox
1.0053	 0.1885	 backward-outbox
1.0053	 0.2513	 backward-outbox
1.0053	 0.3142	 backward-outbox
1.0053	 0.3770	 backward-outbox
1.0053	 0.4398	 backward-outbox
1.0053	 0.5027	 backward-outbox
1.0053	 0.5655	 backward-outbox
1.0053	 2.0735	 forward-outbox
1.0053	 2.1363	 forward-outbox
1.0053	 2.1991	 forward-outbox
1.0053	 2.2619	 forward-outbox
1.0053	 2.3248	 forward-outbox
1.0053	 2.3876	 forward-outbox
1.0053	 2.4504	 forward-outbox
1.0053	 2.5133	 forward-outbox
1.0053	 2.5761	 forward-outbox
1.0053	 2.6389	 forward-outbox
1.0053	 2.7018	 forward-outbox
1.0053	 2.7646	 forward-outbox
1.0053	 2.8274	 forward-outbox
1.0053	 2.8903	 forward-outbox
1.0053	 2.9531	 forward-outbox
1.0053	 3.0159	 forward-outbox
1.0053	 3.0788	 forward-outbox
1.0681	 0.0000	 backward-outbox
1.0681	 0.0628	 backward-outbox
1.0681	 0.1257	 backward-outbox
1.0681	 0.1885	 backward-outbox
1.0681	 0.2513	 backward-outbox
1.0681	 0.3142	 backward-outbox
1.0681	 0.3770	 backward-outbox
1.0681	 0.4398	 backward-outbox
1.0681	 0.5027	 backward-outbox
1.0681	 0.5655	 backward-outbox
1.0681	 2.0735	 forward-outbox
1.0681	 2.1363	 forward-outbox
1.0681	 2.1991	 forward-outbox
1.0681	 2.2619	 forward-outbox
1.0681	 2.3248	 forward-outbox
1.0681	 2.3876	 forward-outbox
1.0681	 2.4504	 forward-outbox
1.0681	 2.5133	 forward-outbox
1.0681	 2.5761	 forward-outbox
1.0681	 2.6389	 forward-outbox
1.0681	 2.7018	 forward-outbox
1.0681	 2.7646	 forward-outbox
1.0681	 2.8274	 forward-outbox
1.0681	 2.8903	 forward-outbox
1.0681	 2.9531	 forward-outbox
1.0681	 3.0159	 forward-outbox
1.0681	 3.0788	 forward-outbox
1.1310	 0.0000	 backward-outbox
1.1310	 0.0628	 backward-outbox
1.1310	 0.1257	 backward-outbox
1.1310	 0.1885	 backward-outbox
1.1310	 0.2513	 backward-outbox
1.1310	 0.3142	 backward-outbox
1.1310	 0.3770	 backward-outbox
1.1310	 0.4398	 backward-outbox
1.1310	 0.5027	 backward-outbox
1.1310	 0.5655	 backward-outbox
1.1310	 2.1363	 forward-outbox
1.1310	 2.1991	 forward-outbox
1.1310	 2.2619	 forward-outbox
1.1310	 2.3248	 forward-outbox
1.1310	 2.3876	 forward-outbox
1.1310	 2.4504	 forward-outbox
1.1310	 2.5133	 forward-outbox
1.1310	 2.5761	 forward-outbox
1.1310	 2.6389	 forward-outbox
1.1310	 2.7018	 forward-outbox
1.1310	 2.7646	 forward-outbox
1.1310	 2.8274	 forward-outbox
1.1310	 2.8903	 forward-outbox
1.1310	 2.9531	 forward-outbox
1.1310	 3.0159	 forward-outbox
1.1310	 3.0788	 forward-outbox
1.1938	 0.0000	 backward-outbox
1.1938	 0.0628	 backward-outbox
1.1938	 0.1257	 backward-outbox
1.1938	 0.1885	 backward-outbox
1.1938	 0.2513	 backward-outbox
1.1938	 0.3142	 backward-outbox
1.1938	 0.3770	 backward-outbox
1.1938	 0.4398	 backward-outbox
1.1938	 0.5027	 backward-outbox
1.1938	 0.5655	 backward-outbox
1.1938	 2.1363	 forward-outbox
1.1938	 2.1991	 forward-outbox
1.1938	 2.2619	 forward-outbox
1.1938	 2.3248	 forward-outbox
1.1938	 2.3876	 forward-outbox
1.1938	 2.4504	 forward-outbox
1.1938	 2.5133	 forward-outbox
1.1938	 2.5761	 forward-outbox
1.1938	 2.6389	 forward-outbox
1.1938	 2.7018	 forward-outbox
1.1938	 2.7646	 forward-outbox
1.1938	 2.8274	 forward-outbox
1.1938	 2.8903	 forward-outbox
1.1938	 2.9531	 forward-outbox
1.1938	 3.0159	 forward-outbox
1.1938	 3.0788	 forward-outbox
1.2566	 0.0000	 backward-outbox
1.2566	 0.0628	 backward-outbox
1.2566	 0.1257	 backward-outbox
1.2566	 0.1885	 backward-outbox
1.2566	 0.2513	 backward-outbox
1.2566	 0.3142	 backward-outbox
1.2566	 0.3770	 backward-outbox
1.2566	 0.4398	 backward-outbox
1.2566	 0.5027	 backward-outbox
1.2566	 0.5655	 backward-outbox
1.2566	 2.1363	 forward-outbox
1.2566	 2.1991	 forward-outbox
1.2566	 2.2619	 forward-outbox
1.2566	 2.3248	 forward-outbox
1.2566	 2.3876	 forward-outbox
1.2566	 2.4504	 forward-outbox
1.2566	 2.5133	 forward-outbox
1.2566	 2.5761	 forward-outbox
1.2566	 2.6389	 forward-outbox
1.2566	 2.7018	 forward-outbox
1.2566	 2.7646	 forward-outbox
1.2566	 2.8274	 forward-outbox
1.2566	 2.8903	 forward-outbox
1.2566	 2.9531	 forward-outbox
1.2566	 3.0159	 forward-outbox
1.2566	 3.0788	 forward-outbox
1.3195	 0.0000	 backward-outbox
1.3195	 0.0628	 backward-outbox
1.3195	 0.1257	 backward-outbox
1.3195	 0.1885	 backward-outbox
1.3195	 0.2513	 backward-outbox
1.3195	 0.3142	 backward-outbox
1.3195	 0.3770	 backward-outbox
1.3195	 0.4398	 backward-outbox
1.3195	 0.5027	 backward-outbox
1.3195	 0.5655	 backward-outbox
1.3195	 2.1363	 forward-outbox
1.3195	 2.1991	 forward-outbox
1.3195	 2.2619	 forward-outbox
1.3195	 2.3248	 forward-outbox
1.3195	 2.3876	 forward-outbox
1.3195	 2.4504	 forward-outbox
1.3195	 2.5133	 forward-outbox
1.3195	 2.5761	 forward-outbox
1.3195	 2.6389	 forward-outbox
1.3195	 2.7018	 forward-outbox
1.3195	 2.7646	 forward-outbox
1.3195	 2.8274	 forward-outbox
1.3195	 2.8903	 forward-outbox
1.3195	 2.9531	 forward-outbox
1.3195	 3.0159	 forward-outbox
1.3195	 3.0788	 forward-outbox
1.3823	 0.0000	 backward-outbox
1.3823	 0.0628	 backward-outbox
1.3823	 0.1257	 backward-outbox
1.3823	 0.1885	 backward-outbox
1.3823	 0.2513	 backward-outbox
1.3823	 0.3142	 backward-outbox
1.3823	 0.3770	 backward-outbox
1.3823	 0.4398	 backward-outbox
1.3823	 0.5027	 backward-outbox
1.3823	 0.5655	 backward-outbox
1.3823	 2.1363	 forward-outbox
1.3823	 2.1991	 forward-outbox
1.3823	 2.2619	 forward-outbox
1.3823	 2.3248	 forward-outbox
1.3823	 2.3876	 forward-outbox
1.3823	 2.4504	 forward-outbox
1.3823	 2.5133	 forward-outbox
1.3823	 2.5761	 forward-outbox
1.3823	 2.6389	 forward-outbox
1.3823	 2.7018	 forward-outbox
1.3823	 2.7646	 forward-outbox
1.3823	 2.8274	 forward-outbox
1.3823	 2.8903	 forward-outbox
1.3823	 2.9531	 forward-outbox
1.3823	 3.0159	 forward-outbox
1.3823	 3.0788	 forward-outbox
1.4451	 0.0000	 backward-outbox
1.4451	 0.0628	 backward-outbox
1.4451	 0.1257	 backward-outbox
1.4451	 0.1885	 backward-outbox
1.4451	 0.2513	 backward-outbox
1.4451	 0.3142	 backward-outbox
1.4451	 0.3770	 backward-outbox
1.4451	 0.4398	 backward-outbox
1.4451	 0.5027	 backward-outbox
1.4451	 0.5655	 backward-outbox
1.4451	 2.1363	 forward-outbox
1.4451	 2.1991	 forward-outbox
1.4451	 2.2619	 forward-outbox
1.4451	 2.3248	 forward-outbox
1.4451	 2.3876	 forward-outbox
1.4451	 2.4504	 forward-outbox
1.4451	 2.5133	 forward-outbox
1.4451	 2.5761	 forward-outbox
1.4451	 2.6389	 forward-outbox
1.4451	 2.7018	 forward-outbox
1.4451	 2.7646	 forward-outbox
1.4451	 2.8274	 forward-outbox
1.4451	 2.8903	 forward-outbox
1.4451	 2.9531	 forward-outbox
1.4451	 3.0159	 forward-outbox
1.4451	 3.0788	 forward-outbox
1.5080	 0.0000	 backward-outbox
1.5080	 0.0628	 backward-outbox
1.5080	 0.1257	 backward-outbox
1.5080	 0.1885	 backward-outbox
1.5080	 0.2513	 backward-outbox
1.5080	 0.3142	 backward-outbox
1.5080	 0.3770	 backward-outbox
1.5080	 0.4398	 backward-outbox
1.5080	 0.5027	 backward-outbox
1.5080	 0.5655	 backward-outbox
1.5080	 2.1363	 forward-outbox
1.5080	 2.1991	 forward-outbox
1.5080	 2.2619	 forward-outbox
1.5080	 2.3248	 forward-outbox
1.5080	 2.3876	 forward-outbox
1.5080	 2.4504	 forward-outbox
1.5080	 2.5133	 forward-outbox
1.5080	 2.5761	 forward-outbox
1.5080	 2.6389	 forward-outbox
1.5080	 2.7018	 forward-outbox
1.5080	 2.7646	 forward-outbox
1.5080	 2.8274	 forward-outbox
1.5080	 2.8903	 forward-outbox
1.5080	 2.9531	 forward-outbox
1.5080	 3.0159	 forward-outbox
1.5080	 3.0788	 forward-outbox
1.5708	 0.0000	 backward-outbox
